barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,guzzler,trans_dscr,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,createdOn,modifiedOn,startStop,phevCity,phevHwy,phevComb
9.1558333333,0,0,0,32,0,0,0,0,0,0,-1,-1,0,246.8611111111,36,0,0,0,0,0,0,3,1,Front-Wheel Drive,0,,-1,900,0,Regular,Regular Gasoline,-1,-1,41,0,0,0,0,0,0,8,77,15659,0,10,Chevrolet,Metro,Y,false,0,80,0,0,0,0,0,Manual 5-spd,42.9,0,59,0,Subcompact Cars,2000,2250,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
9.6944117647,0,0,0,31,0,0,0,0,0,0,-1,-1,0,261.3823529412,34,0,0,0,0,0,0,4,1.3,Front-Wheel Drive,0,,-1,1000,0,Regular,Regular Gasoline,-1,-1,38,0,0,0,0,0,0,8,77,15661,0,10,Chevrolet,Metro,N,false,0,80,0,0,0,0,0,Manual 5-spd,40.283,0,54.2,0,Subcompact Cars,2000,1750,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
9.6944117647,0,0,0,31,0,0,0,0,0,0,-1,-1,0,261.3823529412,34,0,0,0,0,0,0,4,1.3,Front-Wheel Drive,0,,-1,1000,0,Regular,Regular Gasoline,-1,-1,38,0,0,0,0,0,0,8,77,15724,0,0,Suzuki,Swift,Y,false,0,0,0,0,0,0,0,Manual 5-spd,40.283,0,54.2,0,Subcompact Cars,2000,1750,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
9.9881818182,0,0,0,30,0,0,0,0,0,0,-1,-1,0,269.303030303,33,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,VTEC-E,-1,1000,0,Regular,Regular Gasoline,-1,-1,39,0,0,0,0,0,0,0,0,15678,12,0,Honda,Civic HX,Y,false,85,0,0,0,0,0,0,Manual 5-spd,38.6946,0,55.0218,0,Subcompact Cars,2000,1750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.0575,0,0,0,35,0,0,0,0,0,0,-1,-1,0,267.8947368421,38,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,900,0,Diesel,Diesel,-1,-1,44,0,0,0,0,0,0,12,85,15736,0,0,Volkswagen,New Beetle,Y,false,0,0,0,0,0,0,0,Manual 5-spd,46.4977,0,62.9432,0,Subcompact Cars,2000,2250,,,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.0575,0,0,0,35,0,0,0,0,0,0,-1,-1,0,267.8947368421,38,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,900,0,Diesel,Diesel,-1,-1,44,0,0,0,0,0,0,18,88,15851,0,0,Volkswagen,Golf,Y,false,0,0,0,0,0,0,0,Manual 5-spd,46.4977,0,62.9432,0,Compact Cars,2000,2250,,,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.0575,0,0,0,35,0,0,0,0,0,0,-1,-1,0,267.8947368421,38,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,900,0,Diesel,Diesel,-1,-1,44,0,0,0,0,0,0,0,0,15862,0,13,Volkswagen,Jetta,Y,false,0,87,0,0,0,0,0,Manual 5-spd,46.4977,0,62.9432,0,Compact Cars,2000,2250,,,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.3003125,0,0,0,29,0,0,0,0,0,0,-1,-1,0,277.71875,32,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,0,,-1,1050,0,Regular,Regular Gasoline,-1,-1,37,0,0,0,0,0,0,0,0,15847,14,14,Toyota,Echo,Y,false,88,88,0,0,0,0,0,Manual 5-spd,37.6,0,52.6,0,Compact Cars,2000,1500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.6325806452,0,0,0,29,0,0,0,0,0,0,-1,-1,0,286.6774193548,31,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,VTEC-E,-1,1050,0,Regular,Regular Gasoline,-1,-1,35,0,0,0,0,0,0,0,0,15677,12,0,Honda,Civic HX,Y,false,85,0,0,0,0,0,0,Automatic (variable gear ratios),37.4895,0,48.9549,0,Subcompact Cars,2000,1500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.6325806452,0,0,0,28,0,0,0,0,0,0,-1,-1,0,286.6774193548,31,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,0,SOHC,-1,1050,0,Regular,Regular Gasoline,-1,-1,36,0,0,0,0,0,0,0,0,15695,11,11,Mitsubishi,Mirage,N,false,86,91,0,0,0,0,0,Manual 5-spd,36.331,0,50.7772,0,Subcompact Cars,2000,1500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.987,0,0,0,27,0,0,0,0,0,0,-1,-1,0,296.2333333333,30,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,,-1,1100,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,13,86,15674,12,9,Honda,Civic,Y,false,85,90,0,0,0,0,0,Manual 5-spd,35.06,0,46.9023,0,Subcompact Cars,2000,1250,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.987,0,0,0,27,0,0,0,0,0,0,-1,-1,0,296.2333333333,30,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1100,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15768,0,12,Chevrolet,Prizm,Y,false,0,88,0,0,0,0,0,Manual 5-spd,34.4,0,48.6,0,Compact Cars,2000,1250,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.987,0,0,0,27,0,0,0,0,0,0,-1,-1,0,296.2333333333,30,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1100,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15845,0,12,Toyota,Corolla,Y,false,0,88,0,0,0,0,0,Manual 5-spd,34.4,0,48.6,0,Compact Cars,2000,1250,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
10.987,0,0,0,26,0,0,0,0,0,0,-1,-1,0,296.2333333333,30,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,0,,-1,1100,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15846,14,14,Toyota,Echo,Y,false,88,88,0,0,0,0,0,Automatic 4-spd,34.1,0,48.7438,0,Compact Cars,2000,1250,,CLKUP,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.365862069,0,0,0,25,0,0,0,0,0,0,-1,-1,0,306.4482758621,29,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,SOHC,-1,1150,0,Regular,Regular Gasoline,-1,-1,36,0,0,0,0,0,0,0,0,15715,11,0,Saturn,SC,Y,false,84,0,0,0,0,0,0,Manual 5-spd,31.5068,0,51.302,0,Subcompact Cars,2000,1000,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.365862069,0,0,0,26,0,0,0,0,0,0,-1,-1,0,306.4482758621,29,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,,-1,1150,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,0,0,15720,0,12,Suzuki,Esteem,N,false,0,86,0,0,0,0,0,Manual 5-spd,33.6,0,47.1,0,Subcompact Cars,2000,1000,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.365862069,0,0,0,25,0,0,0,0,0,0,-1,-1,0,306.4482758621,29,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,SOHC,-1,1150,0,Regular,Regular Gasoline,-1,-1,36,0,0,0,0,0,0,0,0,15835,0,12,Saturn,SL,Y,false,0,91,0,0,0,0,0,Manual 5-spd,32.2,0,51.5,0,Compact Cars,2000,1000,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.5813636364,0,0,0,29,0,0,0,0,0,0,-1,-1,0,308.4848484848,33,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,1050,0,Diesel,Diesel,-1,-1,40,0,0,0,0,0,0,12,85,15735,0,0,Volkswagen,New Beetle,Y,false,0,0,0,0,0,0,0,Automatic 4-spd,37.8549,0,57.4406,0,Subcompact Cars,2000,1500,,CLKUP,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.5813636364,0,0,0,29,0,0,0,0,0,0,-1,-1,0,308.4848484848,33,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,1050,0,Diesel,Diesel,-1,-1,40,0,0,0,0,0,0,18,88,15850,0,0,Volkswagen,Golf,Y,false,0,0,0,0,0,0,0,Automatic 4-spd,37.8549,0,57.4406,0,Compact Cars,2000,1500,,CLKUP,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.5813636364,0,0,0,29,0,0,0,0,0,0,-1,-1,0,308.4848484848,33,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,,-1,1050,0,Diesel,Diesel,-1,-1,40,0,0,0,0,0,0,0,0,15861,0,13,Volkswagen,Jetta,Y,false,0,87,0,0,0,0,0,Automatic 4-spd,37.8549,0,57.4406,0,Compact Cars,2000,1500,,CLKUP,T,,Diesel,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,26,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.3,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,8,77,15660,0,10,Chevrolet,Metro,Y,false,0,80,0,0,0,0,0,Automatic 3-spd,33.5415,0,44.0995,0,Subcompact Cars,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,25,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,SOHC-VTEC,-1,1200,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,13,86,15675,12,9,Honda,Civic,Y,false,85,90,0,0,0,0,0,Manual 5-spd,32.8,0,44.6,0,Subcompact Cars,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,25,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,0,SOHC,-1,1200,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,0,0,15694,11,11,Mitsubishi,Mirage,Y,false,86,91,0,0,0,0,0,Automatic 4-spd,31.6232,0,45.6697,0,Subcompact Cars,2000,750,,CMODE CLKUP,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,26,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.3,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,8,77,15723,0,0,Suzuki,Swift,N,false,0,0,0,0,0,0,0,Automatic 3-spd,33.5415,0,44.0995,0,Subcompact Cars,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,25,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15767,0,12,Chevrolet,Prizm,Y,false,0,88,0,0,0,0,0,Automatic 4-spd,31.9192,0,47.5551,0,Compact Cars,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,24,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,12,89,15792,0,0,Hyundai,Accent/Brio,Y,false,0,0,0,0,0,0,0,Manual 5-spd,31.2626,0,46.1027,0,Compact Cars,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,25,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15844,0,12,Toyota,Corolla,Y,false,0,88,0,0,0,0,0,Automatic 4-spd,31.8493,0,47.3444,0,Compact Cars,2000,750,,CLKUP,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.7717857143,0,0,0,26,0,0,0,0,0,0,-1,-1,0,317.3928571429,28,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,,-1,1200,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,0,0,16029,0,24,Suzuki,Esteem Wagon,N,false,0,86,0,0,0,0,0,Manual 5-spd,32.9,0,46.7,0,Small Station Wagons,2000,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,SOHC-VTEC,-1,1250,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,13,86,15672,12,9,Honda,Civic,Y,false,85,90,0,0,0,0,0,Automatic 4-spd,30.6,0,44.4,0,Subcompact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,13,86,15673,12,9,Honda,Civic,Y,false,85,90,0,0,0,0,0,Automatic 4-spd,30.8,0,44.6,0,Subcompact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,SOHC,-1,1250,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,0,0,15697,11,11,Mitsubishi,Mirage,N,false,86,91,0,0,0,0,0,Manual 5-spd,30.9093,0,46.1139,0,Subcompact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,23,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,SOHC,-1,1250,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,0,0,15713,11,0,Saturn,SC,Y,false,84,0,0,0,0,0,0,Automatic 4-spd,29.6014,0,46.6121,0,Subcompact Cars,2000,500,,CLKUP,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,23,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.9,Front-Wheel Drive,0,DOHC,-1,1250,0,Regular,Regular Gasoline,-1,-1,34,0,0,0,0,0,0,0,0,15716,11,0,Saturn,SC,Y,false,84,0,0,0,0,0,0,Manual 5-spd,29.9,0,48.4,0,Subcompact Cars,2000,500,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,0,0,15722,0,12,Suzuki,Esteem,N,false,0,86,0,0,0,0,0,Manual 5-spd,31.4,0,44.4,0,Subcompact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,17,78,15729,10,0,Toyota,Celica,Y,false,78,0,0,0,0,0,0,Manual 5-spd,30.6,0,43.2,0,Subcompact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,2,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,0,0,15780,0,13,Dodge,Neon,Y,false,0,90,0,0,0,0,0,Manual 5-spd,31.4,0,44.3,0,Compact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,2,Front-Wheel Drive,0,2.0L CVH,-1,1250,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,0,0,15786,0,13,Ford,Escort,N,false,0,87,0,0,0,0,0,Manual 5-spd,30.5,0,45,0,Compact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,2,Front-Wheel Drive,0,2.0L CVH,-1,1250,0,Regular,Regular Gasoline,-1,-1,32,0,0,0,0,0,0,16,95,15789,0,8,Ford,Focus,N,false,0,91,0,0,0,0,0,Manual 5-spd,30.5,0,45,0,Compact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,25,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,0,0,15812,0,13,Mazda,Protege,Y,false,0,93,0,0,0,0,0,Manual 5-spd,32.0857,0,43.9236,0,Compact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
12.2077777778,0,0,0,24,0,0,0,0,0,0,-1,-1,0,329.1481481481,27,0,0,0,0,0,0,4,2,Front-Wheel Drive,0,,-1,1250,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,0,0,15829,0,13,Plymouth,Neon,Y,false,0,90,0,0,0,0,0,Manual 5-spd,31.4,0,44.3,0,Compact Cars,2000,500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
