barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,guzzler,trans_dscr,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,createdOn,modifiedOn,startStop,phevCity,phevHwy,phevComb
7.012978723,0,0,0,43,0,0,0,0,0,0,-1,-1,0,189.0851064,47,0,0,0,0,0,0,3,1,Front-Wheel Drive,54002,(FFS)      (SPFI),-1,700,0,Regular,Regular Gasoline,-1,-1,52,0,0,0,0,0,0,10,79,6516,0,0,Geo,Metro XFI,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,59.2769,0,74.7397,0,Subcompact Cars,1990,3250,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
7.665348837,0,0,0,40,0,0,0,0,0,0,-1,-1,0,206.6744186,43,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,26002,(FFS),-1,750,0,Regular,Regular Gasoline,-1,-1,47,0,0,0,0,0,0,0,0,6410,0,0,Honda,Civic CRX HF,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,54,0,67,0,Two Seaters,1990,3000,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
8.039268293,0,0,0,38,0,0,0,0,0,0,-1,-1,0,216.7560976,41,0,0,0,0,0,0,3,1,Front-Wheel Drive,54007,(FFS)      (SPFI),-1,800,0,Regular,Regular Gasoline,-1,-1,45,0,0,0,0,0,0,10,82,6607,0,0,Suzuki,Swift,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,51,0,64,0,Subcompact Cars,1990,2750,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
8.24025,0,0,0,38,0,0,0,0,0,0,-1,-1,0,222.175,40,0,0,0,0,0,0,3,1,Front-Wheel Drive,54001,(FFS)      (SPFI),-1,850,0,Regular,Regular Gasoline,-1,-1,44,0,0,0,0,0,0,10,82,6515,0,0,Geo,Metro LSI,N,FALSE,0,0,0,0,0,0,0,Manual 5-spd,50.8241,0,63.7,0,Subcompact Cars,1990,2500,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
8.451538462,0,0,0,36,0,0,0,0,0,0,-1,-1,0,227.8717949,39,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,26002,(FFS),-1,850,0,Regular,Regular Gasoline,-1,-1,44,0,0,0,0,0,0,0,0,6411,0,0,Honda,Civic CRX HF,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,48,0,62.8205,0,Two Seaters,1990,2500,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
8.908378378,0,0,0,34,0,0,0,0,0,0,-1,-1,0,240.1891892,37,0,0,0,0,0,0,3,1,Front-Wheel Drive,0,(FFS) (SPFI),-1,900,0,Regular,Regular Gasoline,-1,-1,41,0,0,0,0,0,0,0,0,28867,0,0,Geo,Metro LSI Convertible,N,FALSE,0,0,0,0,0,0,0,Manual 5-spd,44.8,0,58.5,0,Two Seaters,1990,2250,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
9.155833333,0,0,0,33,0,0,0,0,0,0,-1,-1,0,246.8611111,36,0,0,0,0,0,0,4,1.3,Front-Wheel Drive,54006,(FFS)      (SPFI),-1,900,0,Regular,Regular Gasoline,-1,-1,40,0,0,0,0,0,0,10,82,6609,0,0,Suzuki,Swift,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,44,0,57,0,Subcompact Cars,1990,2250,,SIL,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.36586207,0,0,0,27,0,0,0,0,0,0,-1,-1,0,306.4482759,29,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,49010,(FFS),-1,1150,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,12,84,6564,0,0,Plymouth,Colt,N,FALSE,0,0,0,0,0,0,0,Manual 4-spd,34.4444,0,46.1538,0,Subcompact Cars,1990,1000,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.36586207,0,0,0,27,0,0,0,0,0,0,-1,-1,0,306.4482759,29,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,57005,(FFS),-1,1150,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,13,80,6629,11,0,Toyota,Tercel,Y,FALSE,78,0,0,0,0,0,0,Manual 4-spd,34.4444,0,46,0,Subcompact Cars,1990,1000,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
11.77178571,0,0,0,26,0,0,0,0,0,0,-1,-1,0,317.3928571,28,0,0,0,0,0,0,4,1.5,Front-Wheel Drive,57005,(FFS),-1,1200,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,13,80,6630,11,0,Toyota,Tercel,N,FALSE,78,0,0,0,0,0,0,Manual 5-spd,33,0,46,0,Subcompact Cars,1990,750,,,,,,,,,,,0,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,,0,0,0
